ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Author-Processed,Book-Publisher-Processed,Book-Title-Processed,Book-Info,Book-Vector,Year-Of-Publication-Group,Year-Of-Publication-Group-Encoded
0812548418,Flying to Pieces,Dean Ing,1998.0,Tor Books,dean ing,tor books,flying piece,Flying to Pieces by Dean Ing,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671676296,HEAVEN'S PRISONERS (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1989.0,Pocket,james lee burke,pocket,heaven prisoner dave robicheaux mystery paperback,HEAVEN'S PRISONERS (Dave Robicheaux Mysteries (Paperback)) by James Lee Burke,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
067102731X,Every Dead Thing,John Connolly,2000.0,Pocket,john connolly,pocket,every dead thing,Every Dead Thing by John Connolly,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0804115419,Blood Money,Thomas Perry,2002.0,Ballantine Books,thomas perry,ballantine books,blood money,Blood Money by Thomas Perry,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0743204840,Jolie Blon's Bounce : A Novel,James Lee Burke,2002.0,Simon & Schuster,james lee burke,simon schuster,jolie blon bounce novel,Jolie Blon's Bounce : A Novel by James Lee Burke,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0399146180,McNally's Folly: An Archy McNally Novel,Vincent Lardo,2000.0,Putnam Publishing Group,vincent lardo,putnam publishing group,mcnally folly archy mcnally novel,McNally's Folly: An Archy McNally Novel by Vincent Lardo,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0671039970,Broken Wings (Broken Wings),V.C. Andrews,2003.0,Pocket Star,v c andrews,pocket star,broken wing broken wing,Broken Wings (Broken Wings) by V.C. Andrews,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0590457594,Princess Nevermore (Point Fantasy),Dian Curtis Regan,1997.0,Scholastic,dian curtis regan,scholastic,princess nevermore point fantasy,Princess Nevermore (Point Fantasy) by Dian Curtis Regan,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
3462033360,Der Vogel ist ein Rabe,Benjamin Lebert,2003.0,Kiepenheuer & Witsch,benjamin lebert,kiepenheuer & witsch,der vogel ist ein rabe,Der Vogel ist ein Rabe by Benjamin Lebert,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553264567,"PERFECT SPY, A",JOHN LE CARRE,1990.0,Bantam,john lecarre,bantam,perfect spy,"PERFECT SPY, A by JOHN LE CARRE",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0373218451,Navy Blues,Debbie Macomber,2003.0,Silhouette,debbie macomber,silhouette,navy blue,Navy Blues by Debbie Macomber,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0061010251,Death in Bloodhound Red (Bloodhound (Paperback)),Virginia Lanier,1996.0,HarperTorch,virginia lanier,harpertorch,death bloodhound red bloodhound paperback,Death in Bloodhound Red (Bloodhound (Paperback)) by Virginia Lanier,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671600613,WOUNDED SKY,Diane Duane,1985.0,Star Trek,diane duane,star trek,wounded sky,WOUNDED SKY by Diane Duane,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0821762982,Beneath a Blood Red Moon (Zebra Romantic Suspense),Shannon Drake,1999.0,Zebra Books,shannon drake,zebra books,beneath blood red moon zebra romantic suspense,Beneath a Blood Red Moon (Zebra Romantic Suspense) by Shannon Drake,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0425172929,Every Man a Tiger,Tom Clancy,2000.0,Berkley Publishing Group,tom clancy,berkley publishing group,every man tiger,Every Man a Tiger by Tom Clancy,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0786889632,Hearse of a Different Color (Hitchcock Sewell Mysteries (Paperback)),Tim Cockey,2002.0,Hyperion,tim cockey,hyperion,hearse different color hitchcock sewell mystery paperback,Hearse of a Different Color (Hitchcock Sewell Mysteries (Paperback)) by Tim Cockey,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060198702,Murder Boogies with Elvis,Anne George,2001.0,William Morrow & Company,anne george,william morrow & company,murder boogie elvis,Murder Boogies with Elvis by Anne George,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385307756,The Copper Beech,Maeve Binchy,1992.0,Bantam Dell Pub Group,maeve binchy,bantam dell pub group,copper beech,The Copper Beech by Maeve Binchy,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0805029222,The Good Samaritan Strikes Again,Patrick F. McManus,1993.0,Owl Books (NY),patrick j mcmanus,owl books ny,good samaritan strike,The Good Samaritan Strikes Again by Patrick F. McManus,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1576734641,The Gift for All People,Max Lucado,1999.0,Multnomah Publishers Inc.,max lucado,multnomah publishers inc,gift people,The Gift for All People by Max Lucado,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553095161,Silent Treatment,Michael Palmer,1995.0,Bantam Dell Pub Group,michael palmer,bantam dell pub group,silent treatment,Silent Treatment by Michael Palmer,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
044050757X,First We Quit Our Jobs: How One Work Driven Couple Got on the Road to a New Life,Marilyn J. Abraham,1997.0,Dell Publishing Company,marilyn j abraham,dell publishing company,first quit job one work driven couple got road new life,First We Quit Our Jobs: How One Work Driven Couple Got on the Road to a New Life by Marilyn J. Abraham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0679760849,"The Crossing (The Border Trilogy, V. 2)",CORMAC MCCARTHY,1995.0,Vintage,cormac mccarthy,vintage,crossing border trilogy v 2,"The Crossing (The Border Trilogy, V. 2) by CORMAC MCCARTHY",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345427653,Star Wars Episode 1: The Phantom Menace,Terry Brooks,1999.0,Del Rey Books,terry brooks,del rey books,star war episode 1 phantom menace,Star Wars Episode 1: The Phantom Menace by Terry Brooks,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671689762,Mountain Laurel,Jude Deveraux,1991.0,Pocket,jude deveraux,pocket,mountain laurel,Mountain Laurel by Jude Deveraux,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671621963,MAIDEN,Jude Deveraux,1988.0,Pocket,jude deveraux,pocket,maiden,MAIDEN by Jude Deveraux,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
067081458X,The Eyes of the Dragon,Stephen King,1987.0,Viking Books,stephen king,viking books,eye dragon,The Eyes of the Dragon by Stephen King,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0822596709,The Girl Who Owned a City (Young Adult Fiction),O.T. Nelson,1995.0,Runestone Press,o t nelson,runestone press,girl owned city young adult fiction,The Girl Who Owned a City (Young Adult Fiction) by O.T. Nelson,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671740679,Dalva (Contemporary Classics (Washington Square Press)),Jim Harrison,1991.0,Washington Square Press,kim harrison,washington square press,dalva contemporary classic washington square press,Dalva (Contemporary Classics (Washington Square Press)) by Jim Harrison,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553264990,Bant/Spec.Last of the Breed,Louis L'Amour,1987.0,Bantam Books,louis lamour,bantam books,bant spec last breed,Bant/Spec.Last of the Breed by Louis L'Amour,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0670846503,Gerald's Game,Stephen King,1992.0,Penguin Putnam~childrens Hc,stephen king,penguin putnam childrens hc,gerald game,Gerald's Game by Stephen King,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
3453108574,Die Kammer.,John Grisham,1996.0,Heyne,john grisham,heyne,die kammer,Die Kammer. by John Grisham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1551667517,Forbidden Fruit (Mira),Erica Spindler,2003.0,Mira,erica spindler,mira,forbidden fruit mira,Forbidden Fruit (Mira) by Erica Spindler,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380711966,Tim,Colleen McCullough,1990.0,Avon,colleen mccullough,avon,tim,Tim by Colleen McCullough,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0192834029,Middlemarch (Oxford World's Classics),George Eliot,1998.0,Oxford University Press,george eliot,oxford university press,middlemarch oxford world classic,Middlemarch (Oxford World's Classics) by George Eliot,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0743442237,Simple Gifts : Four Heartwarming Christmas Stories,Judith McNaught,2001.0,Pocket Books,judith mcnaught,pocket books,simple gift four heartwarming christmas story,Simple Gifts : Four Heartwarming Christmas Stories by Judith McNaught,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
051512947X,Once upon a Dream,Nora Roberts,2000.0,Jove Books,nora roberts,jove books,upon dream,Once upon a Dream by Nora Roberts,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
8420428655,Ensayo Sobre LA Ceguera,Jose Saramago,1996.0,"Alfaguara Ediciones, S.A. (Spain)",jose saramago,alfaguara ediciones s a  spain,ensayo sobre la ceguera,Ensayo Sobre LA Ceguera by Jose Saramago,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
8437600898,El Tunel,Ernesto Sabato,1983.0,Ediciones Catedra S.A.,ernesto sabato,ediciones catedra s a,el tunel,El Tunel by Ernesto Sabato,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0887308813,Dogbert's Top Secret Management Handbook,Scott Adams,1997.0,HarperBusiness,scott adams,harperbusiness,dogbert top secret management handbook,Dogbert's Top Secret Management Handbook by Scott Adams,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
8420478407,El Cuento De LA Isla Desconocida,Jose Saramago,1998.0,"Alfaguara Ediciones, S.A. (Spain)",jose saramago,alfaguara ediciones s a  spain,el cuento de la isla desconocida,El Cuento De LA Isla Desconocida by Jose Saramago,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671013955,"House of Cards (Star Trek New Frontier, No 1)",Peter David,1997.0,Star Trek,peter david,star trek,house card star trek new frontier 1,"House of Cards (Star Trek New Frontier, No 1) by Peter David",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
055380250X,"The Taking (Koontz, Dean)",Dean Koontz,2004.0,Bantam,dean r koontz,bantam,taking koontz dean,"The Taking (Koontz, Dean) by Dean Koontz",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373285000,Captivated (Silhouette Single Title),Nora Roberts,2004.0,Silhouette,nora roberts,silhouette,captivated silhouette single title,Captivated (Silhouette Single Title) by Nora Roberts,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0330341634,The Daughters of Cain,Colin Dexter,1995.0,Macmillan Pub Ltd,colin dexter,macmillan pub ltd,daughter cain,The Daughters of Cain by Colin Dexter,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060391480,Microserfs,Douglas Coupland,1995.0,Harpercollins,douglas coupland,harpercollins,microserfs,Microserfs by Douglas Coupland,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1556619340,Another Homecoming,Janette Oke,1997.0,Bethany House Publishers,janette oke,bethany house publishers,another homecoming,Another Homecoming by Janette Oke,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451210980,Bachelorette #1,Jennifer L. O'Connell,2003.0,New American Library,jennifer l oconnell,new american library,bachelorette 1,Bachelorette #1 by Jennifer L. O'Connell,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0345452704,Dying to Please,LINDA HOWARD,2002.0,Ballantine Books,linda howard,ballantine books,dying please,Dying to Please by LINDA HOWARD,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0395933463,I Married a Communist,Philip Roth,1998.0,Houghton Mifflin Co,philip roth,houghton mifflin co,married communist,I Married a Communist by Philip Roth,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380813041,Gotta Get Next to You,Lynn Emery,2001.0,HarperTorch,lynn emery,harpertorch,got ta get next,Gotta Get Next to You by Lynn Emery,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060502290,A Chance at Love (Avon Romance),Beverly Jenkins,2002.0,Avon,beverly jenkins,avon,chance love avon romance,A Chance at Love (Avon Romance) by Beverly Jenkins,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0843950641,The Very Virile Viking: (Cartoon Cover),Sandra Hill,2003.0,Leisure Books,sandra hill,leisure books,virile viking cartoon cover,The Very Virile Viking: (Cartoon Cover) by Sandra Hill,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060009012,The Lost Son: A Life in Pursuit of Justice,Bernard B. Kerik,2001.0,Regan Books,bernard b kerik,reganbooks,lost son life pursuit justice,The Lost Son: A Life in Pursuit of Justice by Bernard B. Kerik,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0517702967,The Third Twin: A Novel,Ken Follett,1996.0,Random House Inc,ken follett,random house inc,third twin novel,The Third Twin: A Novel by Ken Follett,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0756400589,Take a Thief: A Novel of Valdemar,Mercedes Lackey,2002.0,Daw Books,mercedes lackey,daw books,take thief novel valdemar,Take a Thief: A Novel of Valdemar by Mercedes Lackey,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553572148,Wicked,Susan Johnson,1997.0,Bantam Books,susan johnson,bantam books,wicked,Wicked by Susan Johnson,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0821775286,After Sundown,Amanda Ashley,2003.0,Zebra Books,amanda ashley,zebra books,sundown,After Sundown by Amanda Ashley,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553583557,Lord of a Thousand Nights,Madeline Hunter,2002.0,Bantam Books,madeline hunter,bantam books,lord thousand night,Lord of a Thousand Nights by Madeline Hunter,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425140601,Forever and the Night,Linda Lael Miller,1993.0,Berkley Publishing Group,linda lael miller,berkley publishing group,forever night,Forever and the Night by Linda Lael Miller,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
038080803X,A Touch So Wicked (Avon Romantic Treasure),Connie Mason,2002.0,Avon,connie mason,avon,touch wicked avon romantic treasure,A Touch So Wicked (Avon Romantic Treasure) by Connie Mason,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425181995,Secret of the Wolf,Susan Krinard,2001.0,Berkley Publishing Group,susan krinard,berkley publishing group,secret wolf,Secret of the Wolf by Susan Krinard,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0843948264,The Wild One: Secret Fires,Elaine Barbieri,2001.0,Leisure Books,elaine barbieri,leisure books,wild one secret fire,The Wild One: Secret Fires by Elaine Barbieri,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0843944560,Pirate,Connie Mason,1998.0,Leisure Books,connie mason,leisure books,pirate,Pirate by Connie Mason,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553578677,Legendary Lover (St. John-Duras),Susan Johnson,2000.0,Bantam Books,susan johnson,bantam books,legendary lover st john dura,Legendary Lover (St. John-Duras) by Susan Johnson,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553563327,Thief of Hearts,TERESA MEDEIROS,1994.0,Bantam,teresa medeiros,bantam,thief heart,Thief of Hearts by TERESA MEDEIROS,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0061087122,Master of Seduction,Kinley MacGregor,2000.0,Avon,kinley macgregor,avon,master seduction,Master of Seduction by Kinley MacGregor,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553583549,The Protector,MADELINE HUNTER,2001.0,Bantam,madeline hunter,bantam,protector,The Protector by MADELINE HUNTER,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0061091995,Sacrament,Clive Barker,1997.0,HarperTorch,clive barker,harpertorch,sacrament,Sacrament by Clive Barker,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345414942,Foggy Mountain Breakdown: And Other Stories,Sharyn McCrumb,1998.0,Ballantine Books,sharyn mccrumb,ballantine books,foggy mountain breakdown story,Foggy Mountain Breakdown: And Other Stories by Sharyn McCrumb,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0441785654,Steel Beach,John Varley,1993.0,Ace Books,john varley,ace books,steel beach,Steel Beach by John Varley,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0140430024,Middlemarch,George Eliot,1987.0,Penguin Books,george eliot,penguin books,middlemarch,Middlemarch by George Eliot,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0892967714,A Body in the Bathhouse,Lindsey Davis,2002.0,Mysterious Press,lindsey davis,mysterious press,body bathhouse,A Body in the Bathhouse by Lindsey Davis,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1573228184,The Cigarette Girl,Carol Wolper,2000.0,Riverhead Books,carol wolper,riverhead books,cigarette girl,The Cigarette Girl by Carol Wolper,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
006096975X,Bart Simpson's Guide to Life: A Wee Handbook for the Perplexed,Matt Groening,1993.0,Perennial,matt groening,perennial,bart simpson guide life wee handbook perplexed,Bart Simpson's Guide to Life: A Wee Handbook for the Perplexed by Matt Groening,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671687948,HOTEL NEW HAMPSHIRE : HOTEL NEW HAMPSHIRE,John Irving,1989.0,Pocket,john irving,pocket,hotel new hampshire hotel new hampshire,HOTEL NEW HAMPSHIRE : HOTEL NEW HAMPSHIRE by John Irving,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0060175907,Aphrodite: A Memoir of the Senses,Isabel Allende,1998.0,HarperCollins,isabel allende,harpercollins,aphrodite memoir sens,Aphrodite: A Memoir of the Senses by Isabel Allende,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0743411374,Say When : A Novel,Elizabeth Berg,2004.0,Washington Square Press,elizabeth berg,washington square press,say novel,Say When : A Novel by Elizabeth Berg,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0689842589,Places I Never Meant To Be : Original Stories by Censored Writers,Judy Blume,2001.0,Simon Pulse,judy blume,simon pulse,place never meant original story censored writer,Places I Never Meant To Be : Original Stories by Censored Writers by Judy Blume,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0152164561,"Mary, Bloody Mary: A Young Royals Book",Carolyn Meyer,2001.0,Gulliver Books Paperbacks,carolyn meyer,gulliver books paperbacks,mary bloody mary young royal book,"Mary, Bloody Mary: A Young Royals Book by Carolyn Meyer",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0590228625,"When Will This Cruel War Be Over? The Civil War Diary of Emma Simpson, Gordonsville, Virginia, 1864 (Dear America)",Barry Denenberg,1996.0,Scholastic,barry denenberg,scholastic,cruel war civil war diary emma simpson gordonsville virginia 1864 dear america,"When Will This Cruel War Be Over? The Civil War Diary of Emma Simpson, Gordonsville, Virginia, 1864 (Dear America) by Barry Denenberg",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0590134620,Standing in the Light: The Captive Diary of Catharine Carey Logan (Dear America),Mary Pope Osborne,1998.0,Scholastic,mary pope osborne,scholastic,standing light captive diary catharine carey logan dear america,Standing in the Light: The Captive Diary of Catharine Carey Logan (Dear America) by Mary Pope Osborne,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0688084885,Memories of Midnight,Sidney Sheldon,1990.0,William Morrow,sidney sheldon,william morrow,memory midnight,Memories of Midnight by Sidney Sheldon,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671606387,PETALS ON WIND (Dollanger Saga (Paperback)),V. C. Andrews,1985.0,Pocket,v c andrews,pocket,petal wind dollanger saga paperback,PETALS ON WIND (Dollanger Saga (Paperback)) by V. C. Andrews,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0449224147,Nightmare in Pink (Travis McGee Mysteries (Paperback)),John D. MacDonald,1996.0,Fawcett Books,john d macdonald,fawcett books,nightmare pink travis mcgee mystery paperback,Nightmare in Pink (Travis McGee Mysteries (Paperback)) by John D. MacDonald,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0679459618,Dr. Death: A Novel,Jonathan Kellerman,2000.0,Random House Trade,jonathan kellerman,random house trade,dr death novel,Dr. Death: A Novel by Jonathan Kellerman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0064473619,The Wish,Gail Carson Levine,2001.0,HarperTrophy,gail carson levine,harpertrophy,wish,The Wish by Gail Carson Levine,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0312969023,The Ultimate Rush,Joe Quirk,1999.0,St. Martin's Press,joe quirk,st martins press,ultimate rush,The Ultimate Rush by Joe Quirk,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1573228516,Black Girl in Paris,Shay Youngblood,2001.0,Riverhead Books,shay youngblood,riverhead books,black girl paris,Black Girl in Paris by Shay Youngblood,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0671797999,MEDITATIONS FROM THE ROAD,M. Scott Peck,1993.0,Touchstone,m scott peck,touchstone,meditation road,MEDITATIONS FROM THE ROAD by M. Scott Peck,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1576731235,Front Porch Tales,Phil Gulley,1997.0,Multnomah,phil gulley,multnomah,front porch tale,Front Porch Tales by Phil Gulley,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1551668114,Thursdays At Eight,Debbie Macomber,2001.0,Mira,debbie macomber,mira,thursday eight,Thursdays At Eight by Debbie Macomber,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0670032131,The Quality of Life Report,Meghan Daum,2003.0,Viking Books,meghan daum,viking books,quality life report,The Quality of Life Report by Meghan Daum,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0778320448,The Shop On Blossom Street,Debbie Macomber,2004.0,Mira,debbie macomber,mira,shop blossom street,The Shop On Blossom Street by Debbie Macomber,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380730405,Rebecca,Daphne du Maurier,2001.0,Perennial,daphne du maurier,perennial,rebecca,Rebecca by Daphne du Maurier,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425179826,The Mineral Palace,Heidi Julavits,2001.0,Berkley Publishing Group,heidi julavits,berkley publishing group,mineral palace,The Mineral Palace by Heidi Julavits,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0515124524,Hot Chocolate,Forster,1999.0,Jove Books,forster,jove books,hot chocolate,Hot Chocolate by Forster,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
082175758X,Vegas Heat,Fern Michaels,1997.0,Zebra Books,fern michaels,zebra books,vega heat,Vegas Heat by Fern Michaels,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0525946969,The Last Promise,Richard Paul Evans,2002.0,Dutton Books,richard paul evans,dutton books,last promise,The Last Promise by Richard Paul Evans,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373078358,"Secret Star  (The Stars Of Mithra) (Harlequin Silhouette Intimate Moments, No 835)",Nora Roberts,1998.0,Silhouette,nora roberts,silhouette,secret star star mithra harlequin silhouette intimate moment 835,"Secret Star  (The Stars Of Mithra) (Harlequin Silhouette Intimate Moments, No 835) by Nora Roberts",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0373835280,Forever and Always,Lori Foster,2002.0,Harlequin,lori foster,harlequin,forever always,Forever and Always by Lori Foster,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
078601489X,Dearly Beloved,Wendy Corsi Staub,2003.0,Pinnacle Books,wendy corsi staub,pinnacle books,dearly beloved,Dearly Beloved by Wendy Corsi Staub,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373227043,Marching Orders  (Men On A Mission),Delores Fossen,2003.0,Harlequin,delores fossen,harlequin,marching order men mission,Marching Orders  (Men On A Mission) by Delores Fossen,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373218257,Love By Design,Nora Roberts,2003.0,Silhouette Books,nora roberts,silhouette books,love design,Love By Design by Nora Roberts,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451199693,Burnt Bones,Michael Slade,2000.0,Signet Book,michael slade,signet books,burnt bone,Burnt Bones by Michael Slade,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0316911488,You Know You Love Me: A Gossip Girl Novel,Cecily von Ziegesar,2002.0,"Little, Brown",cecily von ziegesar,little brown,know love gossip girl novel,You Know You Love Me: A Gossip Girl Novel by Cecily von Ziegesar,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0743464451,The Song Reader,Lisa Tucker,2003.0,Downtown Press,lisa tucker,downtown press,song reader,The Song Reader by Lisa Tucker,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0061020400,The Fifth Elephant: A Novel of Discworld,Terry Pratchett,2001.0,HarperTorch,terry pratchett,harpertorch,fifth elephant novel discworld,The Fifth Elephant: A Novel of Discworld by Terry Pratchett,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373835515,Impetuous,Lori Foster,2003.0,Harlequin,lori foster,harlequin,impetuous,Impetuous by Lori Foster,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060083255,Ties That Bind: A Novel,Phillip Margolin,2004.0,HarperTorch,phillip margolin,harpertorch,tie bind novel,Ties That Bind: A Novel by Phillip Margolin,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
155166920X,Desperado,Diana Palmer,2002.0,Mira,diana palmer,mira,desperado,Desperado by Diana Palmer,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0671003593,An Angel for Emily,Jude Deveraux,1998.0,Pocket,jude deveraux,pocket,angel emily,An Angel for Emily by Jude Deveraux,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0373225822,Amanda's Child (Harlequin Intrigue 582),Rebecca York,2000.0,Harlequin,rebecca york,harlequin,amanda child harlequin intrigue 582,Amanda's Child (Harlequin Intrigue 582) by Rebecca York,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440129737,Golden Surrender,Heather Graham,1996.0,Dell Publishing Company,heather graham,dell publishing company,golden surrender,Golden Surrender by Heather Graham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1551666596,No Sanctuary,Helen R Myers,2003.0,Mira,helen r myers,mira,sanctuary,No Sanctuary by Helen R Myers,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0743444264,Strangers in the Night,Linda Howard,2002.0,Pocket,linda howard,pocket,stranger night,Strangers in the Night by Linda Howard,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373613695,Family Secrets: Pyramid of Lies,Anne Marie Winston,2003.0,Silhouette,anne marie winston,silhouette,family secret pyramid lie,Family Secrets: Pyramid of Lies by Anne Marie Winston,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373613687,Enemy Mind,Maggie Shayne,2003.0,Silhouette,maggie shayne,silhouette,enemy mind,Enemy Mind by Maggie Shayne,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0373272839,Letters to Kelly,Suzanne Brockmann,2003.0,Silhouette,suzanne brockmann,silhouette,letter kelly,Letters to Kelly by Suzanne Brockmann,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
